도봉구,202109,2990,1741,제일강산수산입구,37.64519882,127.0329819
송파구,202109,2989,1251,석촌역 2번출구,37.50593185,127.1077499
노원구,202109,2983,1643,태릉입구역 8번출구,37.63848877,127.1079025
송파구,202109,2983,2623,석촌동 주민센터,37.50362396,127.1035538
양천구,202109,2982,729,서부식자재마트 건너편,37.51037979,126.8667984
송파구,202109,2976,2629,문정동 힐스데이트 에코 송파,37.48521805,127.1154022
양천구,202109,2973,764,목동청소년수련관,37.53102875,126.8758926
관악구,202109,2972,2113,관악동작견인차량보관소,37.4846611,126.9039002
양천구,202109,2970,791,현대하이페리온,37.52490616,126.8697891
강서구,202109,2963,1157,강서구청,37.55065918,126.8497696
동대문구,202109,2955,677,청량리역 4번 5번출구 사이,37.5801506,127.0457993
광진구,202109,2953,505,자양사거리 광진아크로텔 앞,37.53701019,127.0822449
송파구,202109,2945,4452,삼성SDS,37.51633835,127.0998535
영등포구,202109,2933,221,여의도초교 앞,37.52267456,126.9377899
강북구,202109,2928,1503,이디야 커피 수유역점 앞,37.63927841,127.0267563
송파구,202109,2923,4457,아산병원 기숙사 부근,37.52478027,127.1091309
양천구,202109,2919,755,목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),37.5378685,126.8814087
강서구,202109,2911,3784,벽산아파트,37.57531738,126.8366699
강동구,202109,2898,3681,길동 마루빌딩,37.54154587,127.1414795
노원구,202109,2897,1686,온수골사거리(스타벅스앞),0,0
성북구,202109,2896,1328,월곡역 3번출구,37.6026268,127.0416336
강서구,202109,2891,1103,방화역 4번출구앞,37.57722092,126.8121948
성동구,202109,2891,3514,왕십리교회옆,37.56626129,127.0236969
성북구,202109,2880,1321,국민은행 종암동지점 앞,37.59328842,127.0366669
영등포구,202109,2880,3219,영등포역 2번출구,37.5148735,126.9075851
금천구,202109,2879,1851,가산디지털단지 7번출구,37.48123169,126.881485
동대문구,202109,2875,614,용두동 사거리,37.57768631,127.0310135
광진구,202109,2874,3570,구의역 리버비스타 오피스텔,37.53809738,127.0890198
광진구,202109,2870,574,아차산역4번출구,37.55184937,127.0889816
강서구,202109,2867,2719,마곡문화공원,37.56121445,126.8303146
강서구,202109,2862,3769,가양동 이마트 앞,37.55713272,126.8631439
광진구,202109,2852,3500,군자역2번출구,37.55758667,127.0796967
양천구,202109,2843,779,양천나눔누리센터,37.51854324,126.8538818
동대문구,202109,2821,680,꿈마루어린이도서관 앞,37.59238434,127.0574112
도봉구,202109,2820,1720,도봉구청 옆(중랑천변),37.66867065,127.0479813
동작구,202109,2820,2015,신대방삼거리역 6번출구쪽,37.49985504,126.9295654
송파구,202109,2819,4481,올림픽공원 북2문 2,37.52397537,127.1275101
구로구,202109,2815,3904,테크노마트 앞,37.50624084,126.8911438
은평구,202109,2814,911,은평평화공원(역촌역4번출구),37.60558319,126.9229355
강서구,202109,2814,1111,마곡엠밸리6_7단지 마곡중학교,37.56698227,126.8218002
강서구,202109,2814,1120,대림경동아파트앞,37.564785,126.8546448
관악구,202109,2809,2140,신림1교 교차로,37.47842789,126.9318619
강동구,202109,2800,1029,롯데 시네마,37.53655624,127.1255341
양천구,202109,2799,744,신목동역 2번 출구,37.54384232,126.8825455
서대문구,202109,2798,123,문화촌 공원,37.59432983,126.9473877
강서구,202109,2786,2723,마곡 필네이처,37.56089401,126.8366928
마포구,202109,2782,181,망원초록길 입구,37.55134201,126.9026718
영등포구,202109,2780,3202,당산롯데캐슬프레스티지,37.52869034,126.903862
성북구,202109,2779,1351,안암2교 옆,37.5794487,127.0241928
노원구,202109,2777,1617,하계동 중평어린이공원 앞,37.64902115,127.0764084
노원구,202109,2777,1663,동해문화예술관앞,37.64936066,127.0704422
마포구,202109,2776,421,마포구청 앞,37.56574631,126.9018631
송파구,202109,2773,1221,삼전사거리 포스코더샵,37.50419998,127.087532
영등포구,202109,2771,248,초원아파트 앞,37.53105545,126.9242096
영등포구,202109,2768,284,센트럴 푸르지오 시티 앞,37.51821136,126.9022293
광진구,202109,2768,588,뚝섬 유원지역,37.53268814,127.0674973
광진구,202109,2767,584,광진광장 교통섬,37.54782867,127.0726318
중랑구,202109,2766,1447,면목역 3번출구,37.58890152,127.0872803
마포구,202109,2765,497,합정동주민센터 앞,37.551754,126.9123001
영등포구,202109,2751,280,양평동6차현대아파트 앞,37.53210068,126.8944397
강동구,202109,2748,1084,윤선생빌딩(JYP사옥),37.5239296,127.1291275
은평구,202109,2741,956,응암시장교차로,37.59437561,126.9181595
영등포구,202109,2737,287,영등포전화국사거리 (서강어린이공원),37.52576828,126.9057388
노원구,202109,2735,2921,중계역 2번출구,37.64548874,127.0645828
영등포구,202109,2727,236,문래동자이아파트 앞,37.51615524,126.8946152
용산구,202109,2723,860,LG한강 자이아파트 앞,37.52069473,126.9709778
송파구,202109,2723,2601,석촌호수 서호사거리,37.5067482,127.0988312
강서구,202109,2717,1163,방화동강서기동대앞,37.57049942,126.8200836
중랑구,202109,2714,1449,상봉역 1번출구,37.59655762,127.0858383
송파구,202109,2712,1232,롯데마트 주차장 옆,37.51208878,127.0961914
강서구,202109,2710,1131,꿈돌이공원 앞,37.54644394,126.845459
서대문구,202109,2708,194,증산교 앞,37.57731628,126.9029694
성북구,202109,2705,1332,석계역 5번출구 건너편,37.61355591,127.0660934
양천구,202109,2702,734,신트리공원 입구,37.51395035,126.8560562
강서구,202109,2701,1195,코오롱One&Only타워,37.56412888,126.8343124
강동구,202109,2699,1010,강동세무서,37.53450775,127.1384049
송파구,202109,2697,1220,잠실본동주민센터뒤 잠실근린공원,37.50569153,127.0840378
송파구,202109,2697,1243,문정 법조단지7,37.4845314,127.120163
동대문구,202109,2691,612,시립동부병원 앞 사거리,37.57366562,127.0308151
강서구,202109,2690,1162,공항초등학교건너편,37.56267929,126.8204727
동대문구,202109,2689,674,고대앞사거리 교통섬,37.58655167,127.0331421
성북구,202109,2686,1337,돈암성당 옆,37.59038162,127.0171356
성동구,202109,2675,559,왕십리역 4번 출구 건너편,37.56109619,127.0367966
강서구,202109,2673,1132,등촌역 7번출구,37.55110931,126.8637085
송파구,202109,2669,2647,잠실 자전거 수리센터 앞,37.51156998,127.1010742
광진구,202109,2667,542,강변역 4번출구 뒤,37.53546524,127.0944824
강북구,202109,2658,1531,미아사거리 1번 출구,37.61395645,127.0302506
영등포구,202109,2654,224,롯데캐슬 앞,37.5200882,126.9323654
서대문구,202109,2646,133,해담는다리,37.58203125,126.9089966
구로구,202109,2643,1904,도림천역 1번 출구 앞,37.51424026,126.8828735
광진구,202109,2640,3517,용마사거리,37.5625267,127.0822754
